url,title,emails,phones,contact_url
https://www.olx.pl/uslugi/uslugi-motoryzacyjne/kujawsko-pomorskie/q-renowacja-felg/?srsltid=AfmBOor6zVonTCrDuN_9a7Nk3ZXcLT8mWNVbpqNVfkEE401d4b_T8qTn,renowacja felg - Kujawsko-pomorskie - usługi motoryzacyjne | OLX Usługi,,,
https://naprawafelgklewicz.pl/,"Naprawa felg Bydgoszcz, regeneracja i prostowanie felg aluminiowych - Felgi Klewicz",,+48 607 345 033,https://naprawafelgklewicz.pl/kontakt.html
https://felgimiechowska.pl/,Felgi Miechowska,kontakt@felgimiechowska.pl,+48 608 647 699,https://felgimiechowska.pl/kontakt
https://www.olx.pl/uslugi/uslugi-motoryzacyjne/kujawsko-pomorskie/q-regeneracja-felg/?srsltid=AfmBOordCTU3C0OFa1_7KSqASfPKsrqp8_XVDkE2nODntSdOEqCtLGf7,regeneracja felg - Kujawsko-pomorskie - usługi motoryzacyjne | OLX Usługi,,,
https://felgigubanski.pl/felgi-torun/,Felgi Toruń - Felgi Gubański,biuro@felgigubanski.pl,601 408 970 504 083 952,https://felgigubanski.pl/kontakt/
https://renowacjaodnawianiefelg.pl/,"Renowacja felg-malowanie proszkowe,odnawianie cała Polska Wysyłka",,603234086,https://renowacjaodnawianiefelg.pl/kontakt
https://odnowafelg.pl/,OdnowaFelg – Profesjonalna Renowacja Felg,info@odnowafelg.pl,996508759,https://odnowafelg.pl/kontakt/
https://naprawafelgklewicz.pl/regeneracja-malowanie-felg.html,"Regeneracja felg Bydgoszcz, malowanie felg aluminiowych, renowacja alusów - Felgi Klewicz",,+48 607 345 033,https://naprawafelgklewicz.pl/kontakt.html
https://goldennet.pl/firma.52700.szkielkowanie-elementow-aluminiowych-polerowanie-wibracyjne-elementow-aluminiowych-wulkanizacja-woj--pomorskie-najtaniej-wolne-terminy-2018-2019-malowanie-proszkowe-gdansk-okolice/,szkiełkowanie elementów aluminiowych polerowanie wibracyjne elementów aluminiowych wulkanizacja woj. pomorskie najtaniej wolne terminy 2018 2019 malowanie proszkowe Gdańsk okolice,dok@goldennet.pl marekmedyk90@gmail.com,604012769 507-974-885 507974885 720 803 197 200758825 666 614 846 507 974 885,https://goldennet.pl/kontakt
https://fusionlukaszewski.pl/,FUSION,fusion.lukaszewski@gmail.com,783 156 194 766200164 +48 783 156 194,https://fusionlukaszewski.pl/kontakt/
https://odnawianiefelg.pl/,Renowacja felg - Regeneracja felg - Chemiczne usuwanie lakieru,biuro@odnawianiefelg.pl,690 499 211 518 258 661 510 273 933 510 274 637 789 108 354 510 273 806 572 837 084 510 273 947 510 274 639 571 039 494 789108354 510 273 812 572 837 085 +48 789 108 354 571 517 952 513 480 812 510 274 768 510 271 906 510 274 808 510 271 762 502 117 588,https://odnawianiefelg.pl/kontakt/
https://www.favore.pl/186770_renowacja-felg-aluminiowych-szkielkowanie-felgi-kujawsko-pomorskie.html,"Renowacja felg aluminiowych, szkiełkowanie felgi, kujawsko-pomorskie - Favore.pl",,608712427,javascript:void(0);
https://panoramafirm.pl/prostowanie_felg_aluminiowych/kujawsko-pomorskie,Prostowanie felg aluminiowych - lista firm w woj. kujawsko-pomorskie | Panorama Firm,kontakt@wenet.pl,,mailto:kontakt@wenet.pl
"https://www.firmy.net/renowacja-felg,kujawsko-pomorskie.html",Renowacja felg kujawsko-pomorskie - regeneracja i spawanie felg aluminiowych - regeneracja felg,,,
https://www.oferteo.pl/piaskowanie/kujawsko-pomorskie,"10 Najlepszych Ofert na Piaskowanie w Kujawsko-pomorskim, 2025",,021182878 000091398,
https://www.favore.pl/397025_renowacja-felg-torun-kujawsko-pomorskie.html,"Renowacja felg, Toruń, kujawsko-pomorskie - Favore.pl",,502 325 935,javascript:void(0);
https://panoramafirm.pl/malowanie_felg_aluminiowych/kujawsko-pomorskie,Malowanie felg aluminiowych - lista firm w woj. kujawsko-pomorskie | Panorama Firm,kontakt@wenet.pl,,mailto:kontakt@wenet.pl
https://kujawsko-pomorskie.lento.pl/uslugi-i-firmy/uslugi-motoryzacyjne/serwis-opon-i-felg.html,"Wulkanizacja Kujawsko-pomorskie wymiana opon, prostowanie felg, dobór opon letnich i zimowych oraz alusy w Kujawsko-pomorskie",,,
http://romax-opony.pl/index.php/kontakt,Kontakt,,600 824 739,http://romax-opony.pl/index.php/kontakt
https://fixly.pl/kategoria/naprawa-felg-aluminiowych/wloclawek,,kontakt@fixly.pl,,https://pomoc.fixly.pl/hc/pl/requests/new
